GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
The_NendW,com.neverending.world,Main,30,0,0,0,9,0,2,0,2,0
The_NendW,com.neverending.world,Board,0,22,0,0,0,9,0,4,0,4
The_NendW,com.neverending.world,Treasure,3,0,0,0,1,0,1,0,1,0
The_NendW,com.neverending.world,Characters,0,3,0,0,0,1,0,1,0,1
